Kernel,gx,gy,gz,bx,by,bz,nx,ny,nz,gpuId,occupancy
1,49,8,1,64,2,1,224,224,224,0,0.871613
1,7,1,28,4,2,32,224,224,224,0,0.871446
2,8,14,14,1,8,4,224,224,224,0,0.871244
1,14,1,7,16,8,4,224,224,224,0,0.871884
1,1,28,7,4,16,4,224,224,224,0,0.87179
2,2,28,1,4,16,14,224,224,224,0,0.915208
1,8,4,7,56,4,1,224,224,224,0,0.839247
0,14,4,4,14,1,16,224,224,224,0,0.871967
0,2,14,2,16,4,14,224,224,224,0,0.810992
2,4,1,14,8,56,2,224,224,224,0,0.871402
1,16,7,1,4,16,7,224,224,224,0,0.87211
2,49,2,4,8,4,4,224,224,224,0,0.871253
1,14,16,1,4,28,2,224,224,224,0,0.871263
2,49,2,4,64,1,2,224,224,224,0,0.383866
1,98,1,1,16,8,4,224,224,224,0,0.87143
1,7,8,1,1,112,8,224,224,224,0,0.871828
2,28,2,7,4,2,16,224,224,224,0,0.871869
0,7,14,16,2,16,1,224,224,224,0,0.810092
2,1,1,112,8,56,1,224,224,224,0,0.852915
1,56,28,1,4,2,4,224,224,224,0,0.871442
2,28,1,4,14,2,16,224,224,224,0,0.852216
1,2,28,14,2,16,2,224,224,224,0,0.481773
1,8,7,2,16,7,4,224,224,224,0,0.871458
1,4,8,7,4,4,14,224,224,224,0,0.871742
2,2,2,28,4,56,2,224,224,224,0,0.871733
2,8,2,14,56,4,1,224,224,224,0,0.871
3,14,28,4,2,16,1,224,224,224,0,0.385685
3,14,4,2,1,448,1,224,224,224,0,0.871441
2,1,7,112,16,2,2,224,224,224,0,0.879459
1,7,1,8,8,8,14,224,224,224,0,0.839991
1,14,56,1,16,2,2,224,224,224,0,0.871249
2,14,14,8,1,16,2,224,224,224,0,0.482938
1,2,28,2,4,7,16,224,224,224,0,0.871364
2,2,4,14,14,8,4,224,224,224,0,0.489542
1,7,28,1,8,8,4,224,224,224,0,0.871754
1,7,8,28,4,2,4,224,224,224,0,0.872233
1,1,14,4,1,112,8,224,224,224,0,0.477993
2,2,784,1,1,32,1,224,224,224,0,0.871956
3,56,2,2,112,1,2,224,224,224,0,0.915188
2,8,2,98,1,2,16,224,224,224,0,0.473235
2,7,8,1,7,8,16,224,224,224,0,0.853699
2,1,16,7,2,16,14,224,224,224,0,0.479013
1,7,4,7,1,128,2,224,224,224,0,0.87106
1,2,2,49,32,8,1,224,224,224,0,0.871995
2,1,8,7,16,56,1,224,224,224,0,0.871571
2,7,14,1,4,8,16,224,224,224,0,0.871754
1,112,2,7,2,8,2,224,224,224,0,0.870456
1,7,8,1,64,14,1,224,224,224,0,0.871368
2,2,2,14,1,224,4,224,224,224,0,0.871354
0,1,28,2,28,16,2,224,224,224,0,0.871434
0,4,28,2,14,1,16,224,224,224,0,0.853623
1,2,14,4,14,16,2,224,224,224,0,0.765781
2,2,28,4,4,28,2,224,224,224,0,0.487108
1,2,56,1,4,8,14,224,224,224,0,0.871757
2,4,7,7,32,8,1,224,224,224,0,0.871625
1,4,4,7,2,7,32,224,224,224,0,0.871465
0,1,14,14,4,8,8,224,224,224,0,0.47095
1,7,224,1,8,2,2,224,224,224,0,0.871333
2,7,14,8,2,4,8,224,224,224,0,0.871615
2,56,14,1,2,4,8,224,224,224,0,0.871672
1,7,14,1,16,4,8,224,224,224,0,0.871499
1,14,2,2,8,2,56,224,224,224,0,0.871047
2,196,2,2,8,1,8,224,224,224,0,0.871394
3,1,32,7,14,1,16,224,224,224,0,0.87138
1,2,2,49,4,4,16,224,224,224,0,0.871722
2,98,1,16,2,2,8,224,224,224,0,0.753984
3,196,2,4,2,16,1,224,224,224,0,0.871941
1,224,1,1,2,16,7,224,224,224,0,0.870672
2,2,7,8,4,14,8,224,224,224,0,0.851751
1,2,98,1,1,16,16,224,224,224,0,0.386002
1,49,2,1,2,32,8,224,224,224,0,0.853143
1,14,28,1,4,32,1,224,224,224,0,0.871535
2,2,196,4,1,2,16,224,224,224,0,0.834817
1,56,2,14,32,1,1,224,224,224,0,0.765453
1,7,4,2,112,4,2,224,224,224,0,0.871242
2,2,14,4,2,56,4,224,224,224,0,0.871185
0,1,49,4,1,4,64,224,224,224,0,0.871544
0,196,1,8,2,1,16,224,224,224,0,0.490736
1,56,1,1,128,7,1,224,224,224,0,0.871405
2,1,2,49,128,1,4,224,224,224,0,0.871802
1,14,2,8,14,4,4,224,224,224,0,0.87161
1,14,7,16,1,4,8,224,224,224,0,0.871412
1,1,32,7,28,4,2,224,224,224,0,0.871838
2,14,7,2,4,2,32,224,224,224,0,0.87174
1,7,1,7,16,8,8,224,224,224,0,0.871839
1,1,2,392,4,2,8,224,224,224,0,0.480644
1,7,4,2,1,224,4,224,224,224,0,0.87079
2,112,1,1,4,16,7,224,224,224,0,0.871976
3,4,7,2,4,7,32,224,224,224,0,0.87155
0,392,1,4,8,4,1,224,224,224,0,0.871235
0,7,1,112,1,4,16,224,224,224,0,0.871099
2,2,28,2,8,14,4,224,224,224,0,0.871625
1,7,32,1,1,224,1,224,224,224,0,0.871604
1,14,4,7,2,8,8,224,224,224,0,0.8711
1,8,7,2,4,7,16,224,224,224,0,0.871786
2,4,1,14,2,14,32,224,224,224,0,0.871705
1,14,16,1,4,1,56,224,224,224,0,0.872494
1,14,4,2,14,8,4,224,224,224,0,0.482069
2,7,32,1,14,4,4,224,224,224,0,0.870031
2,2,14,7,128,2,1,224,224,224,0,0.871034
2,196,2,2,1,1,64,224,224,224,0,0.87169
0,28,4,2,7,16,2,224,224,224,0,0.871542
3,1,7,8,14,4,16,224,224,224,0,0.871142
2,7,4,8,2,7,16,224,224,224,0,0.871439
1,2,1,196,2,2,32,224,224,224,0,0.765121
1,1,4,56,1,28,8,224,224,224,0,0.870476
2,7,4,4,4,14,8,224,224,224,0,0.871441
1,2,28,14,2,2,16,224,224,224,0,0.870833
1,7,2,28,8,1,16,224,224,224,0,0.871844
1,7,16,2,8,7,4,224,224,224,0,0.871563
2,2,2,28,32,1,14,224,224,224,0,0.852905
0,1,8,7,14,1,64,224,224,224,0,0.85389
2,7,8,4,8,4,7,224,224,224,0,0.871487
3,1,8,14,1,64,7,224,224,224,0,0.853637
2,1,112,1,224,1,2,224,224,224,0,0.871583
1,1,4,49,2,64,2,224,224,224,0,0.871474
1,1,28,8,28,1,8,224,224,224,0,0.85705
2,1,8,28,112,2,1,224,224,224,0,0.879466
2,4,2,49,16,1,8,224,224,224,0,0.871356
0,1,392,4,2,1,16,224,224,224,0,0.871022
1,8,49,4,4,1,8,224,224,224,0,0.915313
2,8,7,1,28,2,16,224,224,224,0,0.871921
2,7,8,1,8,56,2,224,224,224,0,0.871862
0,4,28,1,112,2,2,224,224,224,0,0.871159
3,49,8,1,2,8,8,224,224,224,0,0.871457
2,1,56,1,4,224,1,224,224,224,0,0.871892
1,2,8,98,32,1,1,224,224,224,0,0.871002
1,2,7,4,2,14,32,224,224,224,0,0.854076
1,28,2,4,4,8,7,224,224,224,0,0.871531
2,14,8,1,1,8,56,224,224,224,0,0.768621
1,7,1,8,448,1,2,224,224,224,0,0.871407
1,28,8,1,1,14,16,224,224,224,0,0.768415
0,7,28,8,2,1,16,224,224,224,0,0.469662
1,14,1,28,4,32,1,224,224,224,0,0.871918
2,14,2,56,4,1,8,224,224,224,0,0.85195
2,2,2,56,224,1,1,224,224,224,0,0.853312
1,32,49,1,1,4,8,224,224,224,0,0.871695
2,28,1,8,14,2,8,224,224,224,0,0.87179
2,14,16,1,8,28,1,224,224,224,0,0.871072
1,7,8,1,16,7,8,224,224,224,0,0.871896
1,2,16,7,28,1,8,224,224,224,0,0.871866
1,2,56,2,8,28,1,224,224,224,0,0.870995
2,14,4,1,1,112,8,224,224,224,0,0.853065
1,2,14,8,4,4,14,224,224,224,0,0.871887
2,2,49,1,1,256,2,224,224,224,0,0.871221
2,1,784,2,8,1,4,224,224,224,0,0.871511
2,49,1,2,512,1,1,224,224,224,0,0.857331
1,56,1,1,8,8,14,224,224,224,0,0.871363
2,56,4,1,1,16,14,224,224,224,0,0.766411
1,98,1,1,4,16,8,224,224,224,0,0.871027
1,28,1,56,2,2,8,224,224,224,0,0.851529
1,14,7,4,32,4,1,224,224,224,0,0.850799
2,14,2,4,7,8,8,224,224,224,0,0.852048
2,2,56,7,4,1,16,224,224,224,0,0.851747
0,16,1,7,56,2,4,224,224,224,0,0.871373
2,1,49,4,4,4,16,224,224,224,0,0.871767
3,14,1,28,4,2,16,224,224,224,0,0.857304
2,56,7,2,1,1,64,224,224,224,0,0.871829
1,2,7,4,4,224,1,224,224,224,0,0.871034
1,1,14,112,1,16,2,224,224,224,0,0.386861
1,8,7,4,28,1,8,224,224,224,0,0.852489
2,8,196,1,1,32,1,224,224,224,0,0.87101
1,2,49,1,8,8,8,224,224,224,0,0.871922
2,7,8,14,4,4,4,224,224,224,0,0.469859
1,8,2,14,28,2,4,224,224,224,0,0.871966
0,1,1,224,8,28,1,224,224,224,0,0.853215
0,1,1,112,56,1,8,224,224,224,0,0.810533
2,7,28,4,1,8,8,224,224,224,0,0.850802
1,4,28,2,2,4,28,224,224,224,0,0.853084
1,16,1,49,2,1,32,224,224,224,0,0.853897
1,196,2,2,32,1,2,224,224,224,0,0.85151
1,2,112,1,4,4,14,224,224,224,0,0.85093
2,14,1,8,32,2,7,224,224,224,0,0.871718
2,56,4,7,8,1,4,224,224,224,0,0.871888
1,2,14,4,16,14,2,224,224,224,0,0.853401
2,7,8,1,896,1,1,224,224,224,0,0.871
1,4,8,7,8,1,28,224,224,224,0,0.489588
2,1,2,28,16,4,14,224,224,224,0,0.470015
1,28,2,28,1,32,1,224,224,224,0,0.871478
1,2,2,28,112,4,1,224,224,224,0,0.870692
1,7,1,8,224,2,2,224,224,224,0,0.834563
1,1,1,56,64,1,14,224,224,224,0,0.833374
1,2,7,4,4,8,28,224,224,224,0,0.871856
2,2,7,112,2,2,8,224,224,224,0,0.871873
2,2,4,28,4,8,7,224,224,224,0,0.38746
0,8,1,7,8,8,14,224,224,224,0,0.853436
2,7,7,2,4,2,64,224,224,224,0,0.870664
2,1,1,56,1,896,1,224,224,224,0,0.871654
1,56,1,2,32,1,14,224,224,224,0,0.871341
1,1,112,14,1,32,1,224,224,224,0,0.857317
2,7,8,14,64,1,1,224,224,224,0,0.856689
1,112,1,1,28,16,1,224,224,224,0,0.871042
1,112,7,1,16,4,1,224,224,224,0,0.853001
2,14,4,1,16,4,14,224,224,224,0,0.871584
0,2,7,16,1,14,16,224,224,224,0,0.871449
2,8,98,2,16,1,2,224,224,224,0,0.870997
2,1,14,7,128,1,4,224,224,224,0,0.871204
2,14,8,1,7,16,4,224,224,224,0,0.853817
1,2,14,2,28,4,8,224,224,224,0,0.871414
1,28,2,4,2,112,1,224,224,224,0,0.852772
1,49,1,2,1,256,2,224,224,224,0,0.871491
2,7,7,16,4,8,2,224,224,224,0,0.487959
1,14,1,7,128,4,1,224,224,224,0,0.871575
3,1,8,28,1,112,2,224,224,224,0,0.810918
2,8,2,7,64,7,1,224,224,224,0,0.871471
1,224,1,1,16,7,2,224,224,224,0,0.490971
2,2,4,49,128,1,1,224,224,224,0,0.871961
3,7,28,1,2,16,8,224,224,224,0,0.470384
2,1,1,224,112,2,1,224,224,224,0,0.489619
1,392,1,2,2,8,4,224,224,224,0,0.852861
1,2,14,14,128,1,1,224,224,224,0,0.871517
1,7,2,112,1,32,1,224,224,224,0,0.871573
2,4,49,1,16,4,4,224,224,224,0,0.871761
1,8,1,7,2,64,7,224,224,224,0,0.871879
1,49,1,2,16,1,32,224,224,224,0,0.870762
1,32,1,49,1,8,4,224,224,224,0,0.484246
2,49,2,2,64,2,2,224,224,224,0,0.871662
1,1,49,2,128,1,4,224,224,224,0,0.853833
3,98,16,1,2,1,16,224,224,224,0,0.871809
2,56,1,4,1,56,4,224,224,224,0,0.835069
2,1,14,8,16,1,28,224,224,224,0,0.810721
1,112,1,1,16,4,7,224,224,224,0,0.871584
0,2,196,1,16,4,2,224,224,224,0,0.851653
2,2,28,4,16,1,14,224,224,224,0,0.492643
2,2,14,56,16,2,1,224,224,224,0,0.87186
1,1,14,16,14,4,4,224,224,224,0,0.872038
1,1,49,16,8,2,4,224,224,224,0,0.879525
2,14,14,1,2,128,1,224,224,224,0,0.871273
1,196,1,1,4,8,8,224,224,224,0,0.87138
2,1,49,2,1,128,4,224,224,224,0,0.491559
1,1,14,7,1,512,1,224,224,224,0,0.871842
1,4,4,14,16,2,7,224,224,224,0,0.470678
1,2,28,1,16,1,56,224,224,224,0,0.852006
2,4,14,2,8,28,2,224,224,224,0,0.871942
2,28,1,8,4,14,4,224,224,224,0,0.871686
3,2,1,56,224,2,1,224,224,224,0,0.871145
2,28,14,1,32,4,1,224,224,224,0,0.871157
2,56,2,7,1,64,1,224,224,224,0,0.870964
0,14,14,2,1,16,8,224,224,224,0,0.879551
3,8,2,7,224,1,2,224,224,224,0,0.871547
3,14,4,1,7,16,8,224,224,224,0,0.915877
2,1,1,112,1,7,64,224,224,224,0,0.871475
0,1,56,1,2,64,7,224,224,224,0,0.871979
2,49,8,2,1,1,64,224,224,224,0,0.871248
0,98,1,1,256,1,2,224,224,224,0,0.871351
2,4,4,7,16,1,28,224,224,224,0,0.871868
3,4,7,14,2,1,64,224,224,224,0,0.871145
0,14,2,7,32,1,8,224,224,224,0,0.486779
2,1,196,2,2,16,4,224,224,224,0,0.871879
1,8,1,7,2,112,4,224,224,224,0,0.871293
0,4,2,7,14,32,2,224,224,224,0,0.871874
1,1,16,7,1,14,32,224,224,224,0,0.483915
2,7,28,1,16,1,16,224,224,224,0,0.871362
2,4,2,7,1,224,4,224,224,224,0,0.871802
0,14,2,4,1,32,14,224,224,224,0,0.871562
1,2,28,1,7,64,2,224,224,224,0,0.871445
2,1,112,1,14,1,32,224,224,224,0,0.870971
1,1,7,32,7,32,1,224,224,224,0,0.486329
1,8,1,7,56,2,8,224,224,224,0,0.83424
1,2,196,2,32,1,2,224,224,224,0,0.871195
2,392,1,2,16,4,1,224,224,224,0,0.872104
1,8,14,2,4,8,7,224,224,224,0,0.871474
1,7,4,4,7,8,8,224,224,224,0,0.871126
1,4,1,28,224,1,2,224,224,224,0,0.871126
2,2,8,14,2,8,14,224,224,224,0,0.486349
1,4,14,14,2,16,2,224,224,224,0,0.872132
1,4,7,2,14,8,8,224,224,224,0,0.871309
2,7,7,1,8,128,1,224,224,224,0,0.854254
0,14,1,28,64,1,2,224,224,224,0,0.879238
3,7,1,14,64,2,4,224,224,224,0,0.87154
3,1,2,28,4,7,32,224,224,224,0,0.871473
2,2,1,49,8,32,2,224,224,224,0,0.870999
1,1,2,392,1,16,4,224,224,224,0,0.870908
1,28,14,2,8,2,4,224,224,224,0,0.872034
1,2,1,56,16,2,14,224,224,224,0,0.871388
2,2,4,14,8,4,14,224,224,224,0,0.479521
0,56,2,7,1,32,2,224,224,224,0,0.871889
0,7,16,7,4,4,4,224,224,224,0,0.871843
1,56,2,14,2,16,1,224,224,224,0,0.871287
2,7,16,1,14,8,4,224,224,224,0,0.871154
1,7,1,16,14,8,4,224,224,224,0,0.871661
1,2,49,4,64,2,1,224,224,224,0,0.871848
1,1,2,28,28,1,32,224,224,224,0,0.87129
2,2,49,16,2,2,8,224,224,224,0,0.871738
3,56,4,1,16,14,1,224,224,224,0,0.871397
0,8,2,7,2,28,8,224,224,224,0,0.488515
2,4,4,7,8,8,7,224,224,224,0,0.846304
1,1,2,56,4,7,16,224,224,224,0,0.871725
1,4,14,4,14,8,2,224,224,224,0,0.850116
1,2,98,1,2,16,8,224,224,224,0,0.485418
2,28,56,1,1,16,2,224,224,224,0,0.871857
2,16,7,2,8,4,7,224,224,224,0,0.491711
1,7,8,1,64,1,14,224,224,224,0,0.872062
3,8,1,7,14,1,64,224,224,224,0,0.871986
2,392,2,1,64,1,1,224,224,224,0,0.871181
3,28,4,1,1,16,28,224,224,224,0,0.871248
2,7,8,14,8,2,4,224,224,224,0,0.871504
1,1,2,28,64,14,1,224,224,224,0,0.871224
2,196,2,2,2,2,16,224,224,224,0,0.915389
1,4,14,7,2,16,4,224,224,224,0,0.871261
1,1,1,224,2,7,16,224,224,224,0,0.871708
2,7,7,2,1,128,4,224,224,224,0,0.871146
0,1,98,4,8,16,1,224,224,224,0,0.872186
3,1,56,1,8,8,14,224,224,224,0,0.871381
1,7,4,7,8,8,4,224,224,224,0,0.871411
2,14,2,4,14,1,32,224,224,224,0,0.491057
2,1,112,2,1,32,7,224,224,224,0,0.870916
3,8,7,2,4,16,7,224,224,224,0,0.871536
2,7,1,224,1,16,2,224,224,224,0,0.871436
2,8,28,7,1,16,2,224,224,224,0,0.871703
1,7,4,2,1,896,1,224,224,224,0,0.871256
1,16,7,1,2,8,28,224,224,224,0,0.85329
2,56,1,1,448,2,1,224,224,224,0,0.478547
0,49,2,2,4,32,2,224,224,224,0,0.87132
3,28,2,7,8,8,2,224,224,224,0,0.871711
3,7,7,4,128,1,2,224,224,224,0,0.872318
2,1,32,7,7,2,16,224,224,224,0,0.871511
1,7,32,7,16,2,1,224,224,224,0,0.871028
1,224,1,1,1,4,56,224,224,224,0,0.871184
1,1,2,56,2,14,16,224,224,224,0,0.87135
2,2,14,4,1,56,8,224,224,224,0,0.871601
2,392,2,1,8,4,2,224,224,224,0,0.871552
0,28,2,2,32,1,14,224,224,224,0,0.871807
0,28,2,7,1,4,32,224,224,224,0,0.766883
2,28,2,1,112,1,8,224,224,224,0,0.871497
1,2,1,112,1,224,1,224,224,224,0,0.82777
1,7,1,8,1,224,4,224,224,224,0,0.491046
1,1,2,28,16,28,2,224,224,224,0,0.871135
2,1,56,1,32,2,14,224,224,224,0,0.871813
1,32,7,1,4,56,1,224,224,224,0,0.872162
2,1,2,196,8,8,2,224,224,224,0,0.915582
3,4,2,196,16,2,1,224,224,224,0,0.871477
3,1,16,7,16,4,7,224,224,224,0,0.915631
0,32,1,7,1,28,8,224,224,224,0,0.871066
3,1,8,49,1,4,32,224,224,224,0,0.871786
2,2,4,98,1,16,4,224,224,224,0,0.871678
1,1,28,7,2,8,16,224,224,224,0,0.871032
0,2,7,4,16,8,7,224,224,224,0,0.871606
1,8,98,1,8,1,8,224,224,224,0,0.851364
0,8,14,1,32,7,2,224,224,224,0,0.871352
2,8,7,1,56,16,1,224,224,224,0,0.871647
3,1,32,7,8,14,2,224,224,224,0,0.871851
0,16,14,1,14,1,16,224,224,224,0,0.871393
2,1,8,14,2,7,32,224,224,224,0,0.871401
3,14,2,4,2,32,7,224,224,224,0,0.871991
1,14,2,8,1,7,32,224,224,224,0,0.871802
3,49,2,1,8,1,64,224,224,224,0,0.871249
1,7,8,2,2,14,16,224,224,224,0,0.871525
0,8,1,7,2,16,28,224,224,224,0,0.871763
3,28,2,2,1,224,2,224,224,224,0,0.864324
2,28,1,7,2,128,1,224,224,224,0,0.853429
0,1,49,8,8,4,4,224,224,224,0,0.872989
3,4,98,1,2,8,8,224,224,224,0,0.871521
0,7,56,1,16,2,4,224,224,224,0,0.871593
2,112,7,1,8,1,8,224,224,224,0,0.871978
2,7,8,1,8,112,1,224,224,224,0,0.871844
1,1,49,16,1,16,4,224,224,224,0,0.879721
0,2,2,28,1,32,14,224,224,224,0,0.871414
2,4,1,49,256,1,1,224,224,224,0,0.871168
2,1,56,2,4,16,7,224,224,224,0,0.871658
0,16,7,1,1,7,64,224,224,224,0,0.871848
1,1,7,16,2,8,28,224,224,224,0,0.871856
1,14,28,4,2,1,16,224,224,224,0,0.87177
1,4,4,7,8,28,2,224,224,224,0,0.871388
0,1,7,56,2,16,4,224,224,224,0,0.871258
1,2,2,49,16,2,8,224,224,224,0,0.839686
3,8,28,1,28,1,8,224,224,224,0,0.871333
3,2,28,1,8,8,14,224,224,224,0,0.482909
2,4,8,49,1,32,1,224,224,224,0,0.871215
3,1,16,49,1,64,1,224,224,224,0,0.810792
0,4,1,49,128,2,1,224,224,224,0,0.490216
0,7,32,7,1,8,4,224,224,224,0,0.871045
1,98,1,4,4,1,32,224,224,224,0,0.879893
0,2,1,49,16,32,1,224,224,224,0,0.854187
3,1,1,224,4,4,14,224,224,224,0,0.834102
1,7,1,8,1,128,7,224,224,224,0,0.870985
2,14,2,2,4,56,4,224,224,224,0,0.871396
2,1,7,16,4,16,7,224,224,224,0,0.488363
2,1,1,224,1,8,28,224,224,224,0,0.871363
1,1,4,14,1,896,1,224,224,224,0,0.871746
1,14,2,8,4,4,14,224,224,224,0,0.87134
2,28,28,1,4,2,8,224,224,224,0,0.871284
2,1,4,28,16,14,2,224,224,224,0,0.85374
3,196,4,2,1,8,4,224,224,224,0,0.871659
3,14,1,4,64,2,7,224,224,224,0,0.765764
0,1,8,28,56,4,1,224,224,224,0,0.871827
0,7,2,4,32,7,4,224,224,224,0,0.871882
0,4,392,1,1,4,8,224,224,224,0,0.871543
2,4,1,56,7,2,16,224,224,224,0,0.871899
1,8,2,7,8,28,2,224,224,224,0,0.8711
1,8,7,7,2,1,64,224,224,224,0,0.871043
0,32,49,1,8,2,2,224,224,224,0,0.84992
3,1,224,1,4,8,7,224,224,224,0,0.871969
0,14,2,2,128,7,1,224,224,224,0,0.764384
0,16,7,2,8,14,2,224,224,224,0,0.871443
2,1,56,14,32,1,2,224,224,224,0,0.871421
0,4,1,98,1,128,1,224,224,224,0,0.485499
1,4,8,49,32,1,1,224,224,224,0,0.871758
0,1,14,16,4,7,8,224,224,224,0,0.871275
2,1,1,49,8,64,2,224,224,224,0,0.851346
3,7,1,32,16,7,2,224,224,224,0,0.870984
1,4,28,1,32,2,7,224,224,224,0,0.852671
1,1,224,7,1,8,4,224,224,224,0,0.87185
1,8,2,14,4,4,14,224,224,224,0,0.474822
1,2,4,28,16,14,1,224,224,224,0,0.871801
3,14,4,14,1,32,2,224,224,224,0,0.87142
2,7,4,28,16,4,1,224,224,224,0,0.871645
0,1,14,112,2,8,2,224,224,224,0,0.853517
2,1,98,8,1,64,1,224,224,224,0,0.854492
1,14,4,7,4,16,2,224,224,224,0,0.871776
1,7,2,16,4,56,1,224,224,224,0,0.853326
1,2,7,7,256,1,2,224,224,224,0,0.834956
1,16,1,14,2,28,4,224,224,224,0,0.871423
1,49,32,1,2,1,16,224,224,224,0,0.8718
1,7,7,2,64,1,8,224,224,224,0,0.871785
0,7,7,1,4,8,32,224,224,224,0,0.871352
2,2,14,4,2,16,14,224,224,224,0,0.871757
3,8,7,4,28,2,4,224,224,224,0,0.481674
1,2,7,8,4,16,7,224,224,224,0,0.852665
1,2,28,1,8,112,1,224,224,224,0,0.766546
0,1,7,7,2,8,64,224,224,224,0,0.853494
3,49,8,1,16,1,8,224,224,224,0,0.838945
1,14,4,1,448,2,1,224,224,224,0,0.871419
2,392,1,4,16,2,1,224,224,224,0,0.470158
1,14,1,16,16,1,14,224,224,224,0,0.85376
1,16,49,2,8,4,1,224,224,224,0,0.384758
2,2,7,7,2,256,1,224,224,224,0,0.383576
1,7,2,8,28,1,16,224,224,224,0,0.871134
0,28,1,4,1,64,7,224,224,224,0,0.852957
2,1,7,8,1,112,8,224,224,224,0,0.871495
2,16,1,14,1,28,8,224,224,224,0,0.852313
1,1,28,56,4,1,8,224,224,224,0,0.839543
1,14,4,2,8,1,56,224,224,224,0,0.852026
2,8,7,2,8,28,2,224,224,224,0,0.388597
1,56,1,1,14,16,4,224,224,224,0,0.811359
1,2,28,7,2,32,2,224,224,224,0,0.871335
2,1,4,98,4,8,4,224,224,224,0,0.487604
2,28,7,4,1,8,8,224,224,224,0,0.87176
1,7,8,1,1,14,64,224,224,224,0,0.469803
1,28,1,2,28,4,8,224,224,224,0,0.871507
2,56,1,2,32,2,7,224,224,224,0,0.871505
1,4,1,28,4,14,8,224,224,224,0,0.483785
1,1,16,7,28,8,2,224,224,224,0,0.854283
2,4,2,7,8,56,2,224,224,224,0,0.879846
0,2,98,4,8,2,4,224,224,224,0,0.839595
1,1,14,28,64,1,2,224,224,224,0,0.839451
2,28,2,2,4,16,7,224,224,224,0,0.871018
2,56,1,1,64,1,14,224,224,224,0,0.87118
0,28,4,14,2,4,4,224,224,224,0,0.871826
1,1,28,28,64,1,1,224,224,224,0,0.871589
2,2,14,2,224,4,1,224,224,224,0,0.839181
1,1,8,7,14,2,32,224,224,224,0,0.484707
1,224,1,1,1,32,7,224,224,224,0,0.871881
2,196,1,2,16,2,4,224,224,224,0,0.871578
1,28,1,8,8,2,14,224,224,224,0,0.839732
2,4,14,2,2,16,14,224,224,224,0,0.479633
1,28,8,1,7,16,2,224,224,224,0,0.8282
1,4,1,196,2,4,8,224,224,224,0,0.854278
2,14,28,2,16,4,1,224,224,224,0,0.853901
1,4,49,1,64,2,2,224,224,224,0,0.852752
1,7,1,14,4,32,4,224,224,224,0,0.854176
2,16,49,1,4,1,16,224,224,224,0,0.852072
1,16,49,2,2,1,16,224,224,224,0,0.871009
1,1,784,1,8,8,1,224,224,224,0,0.854648
1,4,2,98,8,1,8,224,224,224,0,0.385765
2,2,1,56,16,14,2,224,224,224,0,0.388545
1,16,7,2,28,8,1,224,224,224,0,0.810359
2,2,49,4,64,1,2,224,224,224,0,0.852851
1,56,1,2,1,112,4,224,224,224,0,0.871013
1,1,2,56,8,1,56,224,224,224,0,0.470165
2,4,14,1,7,64,2,224,224,224,0,0.871569
0,2,2,56,8,4,7,224,224,224,0,0.843001
3,1,28,4,28,16,1,224,224,224,0,0.871466
3,2,14,2,16,4,14,224,224,224,0,0.87099
2,14,2,7,8,1,32,224,224,224,0,0.849363
1,7,4,14,4,32,1,224,224,224,0,0.385629
1,1,98,2,1,32,8,224,224,224,0,0.871531
1,4,7,14,1,128,1,224,224,224,0,0.87166
2,2,49,4,32,1,4,224,224,224,0,0.87157
1,2,16,49,2,8,2,224,224,224,0,0.833188
1,4,56,1,28,4,2,224,224,224,0,0.871372
1,7,8,2,16,14,2,224,224,224,0,0.871787
2,14,7,1,1,128,4,224,224,224,0,0.489099
1,2,2,56,56,4,1,224,224,224,0,0.387858
1,1,14,16,8,14,2,224,224,224,0,0.844166
1,56,7,4,2,1,16,224,224,224,0,0.879773
2,2,4,7,56,16,1,224,224,224,0,0.871515
1,98,8,1,2,4,8,224,224,224,0,0.871494
2,56,1,1,112,4,2,224,224,224,0,0.761942
3,1,112,14,8,1,4,224,224,224,0,0.810631
0,2,1,196,8,2,8,224,224,224,0,0.871781
0,7,1,28,2,128,1,224,224,224,0,0.490921
2,112,7,2,4,4,2,224,224,224,0,0.85321
1,4,7,56,1,16,2,224,224,224,0,0.871561
0,1,8,14,4,56,2,224,224,224,0,0.871857
1,8,7,28,1,16,2,224,224,224,0,0.871169
2,392,1,2,1,32,2,224,224,224,0,0.871937
0,14,2,2,56,16,1,224,224,224,0,0.770218
2,32,1,49,2,1,16,224,224,224,0,0.871454
1,1,4,56,2,112,1,224,224,224,0,0.853432
1,196,1,1,2,8,16,224,224,224,0,0.871385
2,7,56,1,8,1,16,224,224,224,0,0.487935
1,196,2,2,32,2,1,224,224,224,0,0.871128
1,7,8,7,4,4,8,224,224,224,0,0.871712
0,14,4,4,8,4,7,224,224,224,0,0.870959
2,98,2,8,1,1,32,224,224,224,0,0.849644
1,1,28,4,8,4,14,224,224,224,0,0.871575
2,8,7,28,8,1,4,224,224,224,0,0.48534
1,2,7,112,1,32,1,224,224,224,0,0.851139
1,7,1,7,128,4,2,224,224,224,0,0.853615
2,1,196,4,2,16,2,224,224,224,0,0.871943
2,4,4,14,2,28,4,224,224,224,0,0.871758
0,56,7,1,4,1,32,224,224,224,0,0.871193
2,14,1,28,8,8,2,224,224,224,0,0.871786
0,4,14,1,14,16,4,224,224,224,0,0.871516
3,7,7,16,2,32,1,224,224,224,0,0.871336
2,8,7,7,2,1,64,224,224,224,0,0.834477
