Kernel,gx,gy,gz,bx,by,bz,nx,ny,nz,gpuId,occupancy
2,28,1,28,8,8,1,224,224,224,0,0.871486
1,7,7,1,8,2,64,224,224,224,0,0.871213
2,1,196,2,8,1,16,224,224,224,0,0.871588
1,196,1,1,16,4,4,224,224,224,0,0.871298
2,1,4,14,16,8,7,224,224,224,0,0.871427
1,1,1,49,64,4,4,224,224,224,0,0.871828
1,7,4,7,16,8,2,224,224,224,0,0.871542
1,4,14,2,4,4,28,224,224,224,0,0.871018
2,28,4,1,28,8,2,224,224,224,0,0.871734
2,7,16,14,8,1,4,224,224,224,0,0.835478
1,4,14,2,2,4,56,224,224,224,0,0.839848
1,2,28,1,8,14,8,224,224,224,0,0.871849
1,1,16,14,2,56,2,224,224,224,0,0.871353
2,49,1,8,128,1,1,224,224,224,0,0.870947
0,2,4,28,7,8,4,224,224,224,0,0.879316
1,1,16,14,1,16,14,224,224,224,0,0.871747
2,4,4,7,4,112,1,224,224,224,0,0.484772
2,4,98,1,4,16,2,224,224,224,0,0.871049
1,8,14,1,14,8,4,224,224,224,0,0.871511
1,2,7,4,1,128,7,224,224,224,0,0.871755
1,1,112,7,1,32,2,224,224,224,0,0.871828
2,7,8,2,2,112,2,224,224,224,0,0.761397
1,1,14,16,56,1,4,224,224,224,0,0.839243
1,1,1,56,7,32,4,224,224,224,0,0.871078
2,4,7,4,7,16,4,224,224,224,0,0.871576
1,4,7,28,1,16,4,224,224,224,0,0.871505
1,8,7,1,32,2,14,224,224,224,0,0.483866
2,7,16,7,1,1,64,224,224,224,0,0.871344
1,8,2,7,7,8,8,224,224,224,0,0.871231
1,1,2,28,56,2,8,224,224,224,0,0.871627
2,28,1,4,1,16,28,224,224,224,0,0.871736
2,2,14,28,2,8,4,224,224,224,0,0.870771
1,16,7,1,1,7,64,224,224,224,0,0.879716
2,1,7,16,2,8,28,224,224,224,0,0.879665
0,1,49,2,16,16,2,224,224,224,0,0.871619
2,2,56,1,4,28,4,224,224,224,0,0.871785
1,8,49,1,1,32,4,224,224,224,0,0.871496
1,2,7,8,16,2,14,224,224,224,0,0.871666
1,8,2,7,1,448,1,224,224,224,0,0.872098
2,16,1,7,16,1,28,224,224,224,0,0.915614
1,2,1,392,1,2,32,224,224,224,0,0.871902
2,49,4,1,1,16,16,224,224,224,0,0.871305
1,28,1,8,2,14,8,224,224,224,0,0.87131
1,2,1,49,32,8,2,224,224,224,0,0.871663
2,1,196,2,4,16,2,224,224,224,0,0.879473
1,2,7,8,4,28,4,224,224,224,0,0.871126
1,1,14,14,4,2,32,224,224,224,0,0.915401
1,28,4,2,112,2,1,224,224,224,0,0.871804
2,392,1,4,2,16,1,224,224,224,0,0.871973
1,112,2,1,2,56,2,224,224,224,0,0.475044
1,2,98,1,64,1,4,224,224,224,0,0.872343
2,2,2,56,2,8,14,224,224,224,0,0.871055
1,1,56,2,2,4,56,224,224,224,0,0.871479
1,2,28,7,1,2,64,224,224,224,0,0.871867
1,2,7,14,4,4,16,224,224,224,0,0.47791
3,8,7,2,8,56,1,224,224,224,0,0.871416
1,14,28,1,2,16,4,224,224,224,0,0.871861
2,1,2,28,224,2,2,224,224,224,0,0.871486
2,1,32,7,56,2,2,224,224,224,0,0.871936
1,4,196,2,2,4,4,224,224,224,0,0.87185
1,7,8,2,14,2,16,224,224,224,0,0.871468
2,28,2,1,1,56,16,224,224,224,0,0.880194
3,56,1,1,8,56,2,224,224,224,0,0.871683
1,2,49,16,8,4,1,224,224,224,0,0.871609
1,14,28,2,2,2,16,224,224,224,0,0.872175
2,112,2,1,16,14,1,224,224,224,0,0.871667
1,14,1,7,1,8,64,224,224,224,0,0.488651
0,4,2,14,32,7,2,224,224,224,0,0.482933
0,2,4,49,32,4,1,224,224,224,0,0.486678
2,4,4,49,2,8,4,224,224,224,0,0.871051
1,1,49,8,1,2,64,224,224,224,0,0.87147
1,28,7,4,1,16,4,224,224,224,0,0.871776
1,1,56,28,16,1,2,224,224,224,0,0.879954
2,14,1,7,1,8,64,224,224,224,0,0.481881
2,14,8,2,4,8,7,224,224,224,0,0.871471
2,2,2,98,8,2,8,224,224,224,0,0.871267
1,2,2,14,64,1,14,224,224,224,0,0.87174
1,8,98,1,8,8,1,224,224,224,0,0.871044
1,1,1,112,28,8,2,224,224,224,0,0.87173
2,7,7,4,32,1,8,224,224,224,0,0.871454
1,1,112,1,28,1,16,224,224,224,0,0.872017
2,1,7,16,28,8,2,224,224,224,0,0.871594
0,1,1,56,56,1,16,224,224,224,0,0.871756
0,98,1,8,4,2,8,224,224,224,0,0.871907
2,112,1,7,4,1,16,224,224,224,0,0.871682
1,2,1,112,8,2,14,224,224,224,0,0.87
1,8,1,7,56,1,16,224,224,224,0,0.871206
2,1,1,112,56,4,2,224,224,224,0,0.871394
1,4,7,4,2,4,56,224,224,224,0,0.871563
1,56,4,1,7,1,32,224,224,224,0,0.871936
2,2,14,2,7,2,64,224,224,224,0,0.872013
1,1,14,16,4,28,2,224,224,224,0,0.871236
1,1,2,28,7,4,32,224,224,224,0,0.871578
2,56,1,2,448,1,1,224,224,224,0,0.871624
0,1,1,224,1,8,28,224,224,224,0,0.871813
1,28,1,4,32,1,14,224,224,224,0,0.871525
2,49,8,2,1,8,8,224,224,224,0,0.871524
2,14,16,7,16,1,2,224,224,224,0,0.482851
0,28,28,1,4,2,8,224,224,224,0,0.871453
1,2,4,14,56,2,4,224,224,224,0,0.870973
1,14,2,2,8,56,2,224,224,224,0,0.871622
2,14,1,8,2,14,16,224,224,224,0,0.484902
1,4,7,2,16,7,8,224,224,224,0,0.871404
2,56,2,14,8,4,1,224,224,224,0,0.469209
1,8,1,196,4,2,4,224,224,224,0,0.871846
1,2,16,7,2,56,2,224,224,224,0,0.872025
1,8,7,7,16,4,2,224,224,224,0,0.871625
2,4,28,7,1,32,2,224,224,224,0,0.871321
0,1,196,1,16,1,16,224,224,224,0,0.871368
3,784,1,1,1,16,4,224,224,224,0,0.484114
0,1,28,4,1,448,1,224,224,224,0,0.871132
2,1,2,28,2,14,32,224,224,224,0,0.870654
1,7,4,8,4,8,7,224,224,224,0,0.871884
1,49,2,16,16,1,2,224,224,224,0,0.871614
2,4,14,4,14,16,1,224,224,224,0,0.489094
2,4,1,28,28,1,16,224,224,224,0,0.871336
2,2,7,28,32,4,1,224,224,224,0,0.871853
1,4,2,49,2,4,16,224,224,224,0,0.870976
1,1,1,112,7,2,32,224,224,224,0,0.871431
2,1,8,7,64,2,7,224,224,224,0,0.479085
1,1,7,32,2,56,2,224,224,224,0,0.867911
0,14,1,8,7,32,2,224,224,224,0,0.485567
0,7,7,2,64,8,1,224,224,224,0,0.871436
2,1,56,1,8,56,2,224,224,224,0,0.871687
1,1,224,1,4,7,8,224,224,224,0,0.871616
0,8,2,7,8,28,2,224,224,224,0,0.871221
0,8,7,7,2,1,64,224,224,224,0,0.833342
2,7,2,112,2,2,8,224,224,224,0,0.871865
1,1,4,28,224,2,1,224,224,224,0,0.871692
1,4,28,7,1,1,64,224,224,224,0,0.870879
2,98,1,4,16,4,2,224,224,224,0,0.871607
2,28,2,14,1,1,64,224,224,224,0,0.853622
2,7,14,8,2,32,1,224,224,224,0,0.871485
1,98,2,2,16,8,1,224,224,224,0,0.871445
1,4,1,14,128,1,7,224,224,224,0,0.871331
1,28,8,7,1,32,1,224,224,224,0,0.871303
2,2,7,56,2,16,2,224,224,224,0,0.481488
0,1,2,28,112,1,8,224,224,224,0,0.87144
0,8,98,1,2,1,32,224,224,224,0,0.871599
0,8,7,2,28,1,16,224,224,224,0,0.871289
2,1,8,7,8,16,7,224,224,224,0,0.871443
3,1,8,14,28,2,8,224,224,224,0,0.87194
1,4,2,7,448,1,2,224,224,224,0,0.853196
3,7,56,4,1,2,16,224,224,224,0,0.871026
2,1,4,196,32,2,1,224,224,224,0,0.482001
0,2,14,2,4,16,14,224,224,224,0,0.871039
0,4,8,49,32,1,1,224,224,224,0,0.851471
0,392,1,4,8,2,2,224,224,224,0,0.472136
2,4,4,7,16,4,7,224,224,224,0,0.871366
1,49,2,8,32,2,1,224,224,224,0,0.853212
3,7,1,32,14,4,4,224,224,224,0,0.853799
1,28,2,7,2,32,2,224,224,224,0,0.871268
2,98,1,4,64,1,2,224,224,224,0,0.388895
3,14,1,7,2,256,1,224,224,224,0,0.871824
2,7,2,4,1,896,1,224,224,224,0,0.915189
3,7,2,8,28,1,16,224,224,224,0,0.479047
2,8,7,14,4,16,1,224,224,224,0,0.871395
0,4,7,8,14,2,8,224,224,224,0,0.871044
3,1,4,14,8,56,2,224,224,224,0,0.871595
2,14,28,2,16,1,4,224,224,224,0,0.871231
1,4,7,14,4,32,1,224,224,224,0,0.879558
1,8,2,98,32,1,1,224,224,224,0,0.483095
1,7,4,7,8,1,32,224,224,224,0,0.832465
2,1,1,196,64,2,2,224,224,224,0,0.871007
3,14,28,4,4,4,2,224,224,224,0,0.871825
1,2,28,4,7,4,8,224,224,224,0,0.915545
2,49,1,8,1,16,8,224,224,224,0,0.871522
2,1,28,2,8,16,7,224,224,224,0,0.871653
2,2,49,16,32,1,1,224,224,224,0,0.871702
1,8,1,49,2,4,16,224,224,224,0,0.871319
1,196,2,4,4,1,8,224,224,224,0,0.488409
2,14,8,7,1,4,16,224,224,224,0,0.871729
0,2,4,14,2,14,16,224,224,224,0,0.871792
1,7,14,1,2,64,4,224,224,224,0,0.853612
2,28,1,2,28,4,8,224,224,224,0,0.871349
2,16,7,1,8,8,7,224,224,224,0,0.871759
3,4,28,1,16,14,2,224,224,224,0,0.879439
2,4,49,1,32,1,8,224,224,224,0,0.483771
2,28,8,1,2,14,8,224,224,224,0,0.871708
2,8,4,7,4,56,1,224,224,224,0,0.833936
3,2,14,4,32,1,14,224,224,224,0,0.87983
3,1,28,28,32,1,2,224,224,224,0,0.871898
2,2,14,2,16,4,14,224,224,224,0,0.870988
2,2,4,7,2,8,56,224,224,224,0,0.871769
2,1,112,14,8,1,4,224,224,224,0,0.871544
1,112,2,1,8,14,2,224,224,224,0,0.87163
1,2,1,196,16,1,8,224,224,224,0,0.871003
2,2,7,7,32,2,8,224,224,224,0,0.871512
1,8,2,14,56,4,1,224,224,224,0,0.481902
3,1,14,8,14,16,2,224,224,224,0,0.828155
0,1,2,784,2,16,1,224,224,224,0,0.871398
2,28,1,2,16,1,56,224,224,224,0,0.767868
1,4,8,49,8,2,2,224,224,224,0,0.46958
1,1,28,2,112,2,4,224,224,224,0,0.839179
1,7,1,8,56,16,1,224,224,224,0,0.839719
2,7,2,14,1,256,1,224,224,224,0,0.852848
3,8,7,2,112,4,1,224,224,224,0,0.852033
1,32,49,1,1,8,4,224,224,224,0,0.870993
3,7,7,1,128,8,1,224,224,224,0,0.853608
2,16,1,7,7,32,2,224,224,224,0,0.871567
0,14,2,4,7,4,16,224,224,224,0,0.871711
0,8,2,7,14,2,16,224,224,224,0,0.871793
2,7,7,2,4,32,4,224,224,224,0,0.871326
2,49,1,8,2,32,2,224,224,224,0,0.764355
0,1,14,4,7,16,8,224,224,224,0,0.85149
2,1,4,392,4,1,8,224,224,224,0,0.852916
0,2,2,14,56,1,16,224,224,224,0,0.87108
2,7,4,4,1,28,16,224,224,224,0,0.857351
3,1,2,49,1,8,64,224,224,224,0,0.871123
3,8,1,98,64,1,1,224,224,224,0,0.871483
0,2,1,49,2,256,1,224,224,224,0,0.879963
2,56,7,1,4,16,2,224,224,224,0,0.839476
0,16,49,2,1,8,4,224,224,224,0,0.853633
0,8,14,14,16,2,1,224,224,224,0,0.870995
2,28,4,2,7,16,2,224,224,224,0,0.87132
2,14,14,4,2,1,32,224,224,224,0,0.87147
3,4,2,7,8,28,4,224,224,224,0,0.871947
0,98,1,2,2,8,16,224,224,224,0,0.853119
3,1,196,2,32,2,2,224,224,224,0,0.879748
2,1,14,4,4,112,2,224,224,224,0,0.871005
3,1,56,28,2,4,4,224,224,224,0,0.870993
1,7,8,1,8,56,2,224,224,224,0,0.871393
0,16,7,1,1,32,14,224,224,224,0,0.853107
2,7,1,14,32,2,8,224,224,224,0,0.871563
2,4,98,4,1,32,1,224,224,224,0,0.852088
1,2,1,112,16,14,1,224,224,224,0,0.871018
2,7,7,1,32,2,16,224,224,224,0,0.871768
3,8,7,14,8,2,4,224,224,224,0,0.871458
0,28,8,1,1,14,16,224,224,224,0,0.871022
0,28,8,7,1,2,16,224,224,224,0,0.853789
2,16,1,98,8,2,2,224,224,224,0,0.871478
1,7,1,16,224,1,2,224,224,224,0,0.851809
1,2,2,56,16,14,1,224,224,224,0,0.480868
2,28,8,1,14,8,2,224,224,224,0,0.48985
1,14,1,8,7,32,2,224,224,224,0,0.481857
0,7,1,56,16,4,2,224,224,224,0,0.857322
1,4,7,8,32,1,7,224,224,224,0,0.46948
2,2,2,14,1,28,32,224,224,224,0,0.871577
1,2,4,98,64,1,1,224,224,224,0,0.871912
1,2,7,112,2,2,8,224,224,224,0,0.87118
2,32,1,7,4,7,8,224,224,224,0,0.871694
0,1,28,56,16,2,1,224,224,224,0,0.87158
0,4,56,1,1,28,8,224,224,224,0,0.489921
1,7,14,1,16,2,16,224,224,224,0,0.871624
1,1,2,196,8,8,2,224,224,224,0,0.871308
2,392,4,1,1,4,8,224,224,224,0,0.389066
1,1,98,4,128,1,1,224,224,224,0,0.871614
1,7,7,4,4,8,8,224,224,224,0,0.485072
2,49,2,2,1,256,1,224,224,224,0,0.871266
0,392,2,1,2,32,1,224,224,224,0,0.850385
3,7,8,1,224,2,2,224,224,224,0,0.871288
1,2,2,56,14,16,1,224,224,224,0,0.853343
2,8,28,1,4,28,2,224,224,224,0,0.852508
1,112,1,14,16,1,2,224,224,224,0,0.871798
2,2,4,14,4,28,4,224,224,224,0,0.871757
0,2,1,28,28,32,1,224,224,224,0,0.853136
1,14,2,4,112,4,1,224,224,224,0,0.871374
2,2,56,1,14,32,1,224,224,224,0,0.87106
1,14,4,2,448,1,1,224,224,224,0,0.87185
1,2,14,2,56,4,4,224,224,224,0,0.853872
2,1,4,56,1,14,16,224,224,224,0,0.871189
1,4,1,28,56,1,8,224,224,224,0,0.871817
0,7,7,16,1,16,4,224,224,224,0,0.871973
2,1,4,14,224,1,4,224,224,224,0,0.871585
1,1,1,112,28,4,4,224,224,224,0,0.87189
2,4,2,14,8,56,1,224,224,224,0,0.482174
0,2,4,7,56,4,4,224,224,224,0,0.871491
1,1,8,14,2,56,4,224,224,224,0,0.8722
1,1,7,224,4,1,8,224,224,224,0,0.839924
2,7,7,8,4,16,2,224,224,224,0,0.871076
1,2,1,28,56,1,16,224,224,224,0,0.871841
2,7,1,28,64,2,2,224,224,224,0,0.871353
1,4,7,2,16,1,56,224,224,224,0,0.871379
2,2,14,2,1,16,56,224,224,224,0,0.880089
0,2,7,16,1,224,1,224,224,224,0,0.857286
2,49,4,1,2,4,32,224,224,224,0,0.871321
2,98,1,1,64,8,1,224,224,224,0,0.871278
2,4,28,2,2,112,1,224,224,224,0,0.87146
1,112,1,1,1,32,14,224,224,224,0,0.871394
1,8,7,28,1,32,1,224,224,224,0,0.871163
2,1,1,56,28,2,16,224,224,224,0,0.871736
0,56,2,1,4,14,8,224,224,224,0,0.871509
1,8,14,1,2,112,2,224,224,224,0,0.482782
2,2,2,14,1,32,28,224,224,224,0,0.839753
1,112,2,1,8,2,14,224,224,224,0,0.871579
1,1,14,4,16,28,2,224,224,224,0,0.480168
2,7,4,28,1,1,64,224,224,224,0,0.488534
1,1,1,56,32,28,1,224,224,224,0,0.76926
1,2,2,49,16,4,4,224,224,224,0,0.871157
1,56,1,2,2,16,14,224,224,224,0,0.871493
2,98,1,4,4,1,32,224,224,224,0,0.871737
0,1,4,98,2,2,32,224,224,224,0,0.486438
0,392,2,1,32,1,2,224,224,224,0,0.871527
2,7,2,8,28,8,2,224,224,224,0,0.871562
1,28,1,2,2,112,4,224,224,224,0,0.871675
1,4,1,49,16,4,4,224,224,224,0,0.871801
2,7,8,4,1,224,1,224,224,224,0,0.871411
1,1,14,16,7,16,2,224,224,224,0,0.852117
3,56,4,1,16,7,2,224,224,224,0,0.839528
3,8,7,14,1,8,8,224,224,224,0,0.871916
2,1,2,392,4,16,1,224,224,224,0,0.488853
1,1,98,1,64,8,1,224,224,224,0,0.878833
1,1,28,7,16,16,1,224,224,224,0,0.871744
2,112,2,1,28,2,4,224,224,224,0,0.853106
1,7,8,2,8,8,7,224,224,224,0,0.871466
1,14,4,1,1,64,14,224,224,224,0,0.871515
2,7,2,16,56,4,1,224,224,224,0,0.871956
2,16,1,14,7,32,1,224,224,224,0,0.87111
1,196,4,2,16,2,1,224,224,224,0,0.871681
1,1,196,4,8,8,1,224,224,224,0,0.871259
3,14,2,4,28,4,4,224,224,224,0,0.871569
2,2,2,14,14,64,1,224,224,224,0,0.480935
1,4,1,14,32,1,28,224,224,224,0,0.879183
1,98,4,2,2,2,16,224,224,224,0,0.485483
1,1,112,1,2,56,4,224,224,224,0,0.871227
2,7,4,8,4,14,4,224,224,224,0,0.871331
1,1,4,28,16,28,1,224,224,224,0,0.871116
2,4,196,2,16,1,2,224,224,224,0,0.879912
1,1,112,1,2,32,7,224,224,224,0,0.871646
2,1,1,784,1,32,2,224,224,224,0,0.871433
0,1,1,784,4,1,16,224,224,224,0,0.871607
1,1,4,28,14,4,8,224,224,224,0,0.871674
1,1,8,7,32,28,1,224,224,224,0,0.871891
2,16,7,1,16,1,28,224,224,224,0,0.481179
1,1,8,49,2,8,8,224,224,224,0,0.388205
1,7,8,1,2,112,4,224,224,224,0,0.485096
1,56,1,2,1,16,28,224,224,224,0,0.871623
2,8,14,1,2,28,8,224,224,224,0,0.87175
1,7,4,14,8,16,1,224,224,224,0,0.871304
1,2,28,28,1,32,1,224,224,224,0,0.871749
1,1,16,14,1,14,16,224,224,224,0,0.87082
2,8,14,2,4,14,4,224,224,224,0,0.488431
0,49,8,1,4,8,4,224,224,224,0,0.87181
1,1,2,56,224,2,1,224,224,224,0,0.871542
1,14,8,2,2,14,8,224,224,224,0,0.871386
2,2,2,196,32,2,1,224,224,224,0,0.871767
1,49,2,2,32,4,2,224,224,224,0,0.871689
1,32,7,1,7,4,8,224,224,224,0,0.871381
2,7,56,4,1,16,2,224,224,224,0,0.871852
2,8,28,1,8,7,4,224,224,224,0,0.871866
1,8,1,14,56,4,2,224,224,224,0,0.871883
1,14,56,1,16,1,4,224,224,224,0,0.871868
1,2,14,2,32,14,2,224,224,224,0,0.871719
2,98,1,1,4,2,64,224,224,224,0,0.870733
1,2,7,8,56,8,1,224,224,224,0,0.488234
1,2,98,8,8,2,2,224,224,224,0,0.871915
1,49,1,2,4,64,2,224,224,224,0,0.870819
2,4,7,8,7,8,4,224,224,224,0,0.871573
0,14,8,2,8,28,1,224,224,224,0,0.870888
1,16,1,7,8,8,7,224,224,224,0,0.871004
2,14,1,112,8,4,1,224,224,224,0,0.482329
1,1,98,16,8,4,1,224,224,224,0,0.482824
1,7,56,2,2,4,8,224,224,224,0,0.871
1,7,1,112,1,1,64,224,224,224,0,0.871592
2,49,1,4,2,32,4,224,224,224,0,0.871114
1,4,56,1,7,2,16,224,224,224,0,0.871716
1,28,2,2,1,448,1,224,224,224,0,0.485826
1,2,7,4,32,2,14,224,224,224,0,0.870852
2,4,196,1,4,8,2,224,224,224,0,0.764289
1,14,2,8,112,1,2,224,224,224,0,0.872177
1,7,8,28,2,2,8,224,224,224,0,0.871476
1,4,1,28,32,7,2,224,224,224,0,0.871549
2,1,56,1,4,32,7,224,224,224,0,0.871909
1,49,8,4,4,2,4,224,224,224,0,0.871135
1,2,4,49,4,4,8,224,224,224,0,0.879533
1,2,28,1,14,16,4,224,224,224,0,0.879121
1,7,1,32,28,4,2,224,224,224,0,0.484779
1,2,2,14,896,1,1,224,224,224,0,0.870957
1,2,4,14,112,4,1,224,224,224,0,0.871372
1,7,28,1,2,4,32,224,224,224,0,0.871486
1,1,56,1,4,4,56,224,224,224,0,0.87
1,2,98,4,8,8,1,224,224,224,0,0.871826
2,14,1,7,32,2,8,224,224,224,0,0.491063
1,8,1,14,2,56,4,224,224,224,0,0.871063
2,8,49,1,2,4,16,224,224,224,0,0.915679
1,1,2,28,56,4,4,224,224,224,0,0.485212
1,4,14,7,1,64,2,224,224,224,0,0.871821
1,28,1,14,4,32,1,224,224,224,0,0.871204
1,4,49,1,16,1,16,224,224,224,0,0.480961
1,14,14,4,1,64,1,224,224,224,0,0.871858
1,14,7,8,8,2,4,224,224,224,0,0.871502
1,2,2,14,28,32,1,224,224,224,0,0.871942
1,4,98,1,32,1,4,224,224,224,0,0.770014
1,1,16,7,1,16,28,224,224,224,0,0.871257
1,14,28,1,64,1,2,224,224,224,0,0.87123
1,8,7,1,7,32,4,224,224,224,0,0.871815
1,392,2,1,4,1,16,224,224,224,0,0.871699
1,8,14,7,4,2,8,224,224,224,0,0.871531
1,8,7,1,7,8,16,224,224,224,0,0.872112
1,7,1,8,4,8,28,224,224,224,0,0.853043
1,28,7,4,4,4,4,224,224,224,0,0.871474
1,8,2,14,2,56,2,224,224,224,0,0.381085
1,4,4,7,112,2,2,224,224,224,0,0.87206
1,7,4,8,16,1,14,224,224,224,0,0.880313
2,8,98,1,16,1,4,224,224,224,0,0.871248
1,14,1,7,32,8,2,224,224,224,0,0.494135
1,56,14,2,8,1,4,224,224,224,0,0.871664
2,56,28,1,8,1,4,224,224,224,0,0.872201
1,2,7,8,32,2,7,224,224,224,0,0.871332
1,2,4,28,28,4,2,224,224,224,0,0.871266
1,2,112,7,2,8,2,224,224,224,0,0.76695
2,8,1,28,1,7,32,224,224,224,0,0.871198
1,2,196,2,4,1,16,224,224,224,0,0.871407
1,14,7,1,16,16,2,224,224,224,0,0.871258
1,1,1,196,32,8,1,224,224,224,0,0.871207
2,7,16,2,14,1,16,224,224,224,0,0.486817
1,56,7,4,4,8,1,224,224,224,0,0.852241
1,2,28,14,2,1,32,224,224,224,0,0.483536
1,7,4,4,28,16,1,224,224,224,0,0.879275
2,14,8,2,28,8,1,224,224,224,0,0.47006
0,1,7,32,112,1,2,224,224,224,0,0.390347
1,1,28,7,2,64,2,224,224,224,0,0.871984
2,98,1,2,32,1,8,224,224,224,0,0.871793
1,32,1,7,112,1,2,224,224,224,0,0.871774
1,8,2,49,1,32,2,224,224,224,0,0.852621
2,2,784,1,2,4,4,224,224,224,0,0.383592
1,14,28,2,4,2,8,224,224,224,0,0.852806
2,8,2,7,56,2,4,224,224,224,0,0.850711
2,8,7,2,4,4,28,224,224,224,0,0.871591
1,49,1,4,16,1,16,224,224,224,0,0.871859
1,14,4,1,4,28,8,224,224,224,0,0.871751
2,1,112,2,56,1,4,224,224,224,0,0.871474
1,2,8,49,1,2,32,224,224,224,0,0.871773
1,2,2,14,64,7,2,224,224,224,0,0.915115
2,1,8,14,56,2,4,224,224,224,0,0.879757
1,8,7,1,64,1,14,224,224,224,0,0.871831
1,14,4,2,32,14,1,224,224,224,0,0.476273
1,7,4,4,16,28,1,224,224,224,0,0.871541
2,2,7,4,224,1,4,224,224,224,0,0.870996
1,7,1,7,32,2,16,224,224,224,0,0.871378
1,8,1,14,16,7,4,224,224,224,0,0.871383
1,1,7,28,1,64,4,224,224,224,0,0.871736
2,4,2,49,4,32,1,224,224,224,0,0.871555
1,7,7,8,1,4,32,224,224,224,0,0.490447
2,7,7,4,32,8,1,224,224,224,0,0.479602
1,2,1,98,32,4,2,224,224,224,0,0.851426
1,2,1,56,16,28,1,224,224,224,0,0.853106
1,28,1,28,32,1,2,224,224,224,0,0.811537
2,14,1,8,2,7,32,224,224,224,0,0.853747
1,4,98,4,1,1,32,224,224,224,0,0.871484
1,2,1,28,32,2,14,224,224,224,0,0.834292
2,2,784,1,4,1,8,224,224,224,0,0.871255
1,7,7,16,1,2,32,224,224,224,0,0.871
1,1,112,14,2,1,16,224,224,224,0,0.484833
1,14,2,2,7,128,1,224,224,224,0,0.871725
2,2,112,7,4,8,1,224,224,224,0,0.871733
1,7,2,16,56,4,1,224,224,224,0,0.871753
1,7,56,2,8,1,8,224,224,224,0,0.8715
1,4,2,14,28,2,8,224,224,224,0,0.480176
2,2,7,7,4,128,1,224,224,224,0,0.871035
1,7,8,2,7,8,8,224,224,224,0,0.87104
1,8,14,1,28,16,1,224,224,224,0,0.853317
2,14,2,7,256,1,1,224,224,224,0,0.871834
1,4,4,98,2,2,8,224,224,224,0,0.871795
3,4,28,2,14,2,8,224,224,224,0,0.854396
2,1,49,2,4,64,2,224,224,224,0,0.839397
1,56,1,1,1,896,1,224,224,224,0,0.757683
1,1,28,4,1,28,16,224,224,224,0,0.871259
0,2,28,1,1,32,28,224,224,224,0,0.769127
2,28,1,28,2,32,1,224,224,224,0,0.871416
1,2,98,4,2,1,32,224,224,224,0,0.87108
1,14,8,7,4,4,4,224,224,224,0,0.871935
0,2,2,56,4,4,14,224,224,224,0,0.871661
2,112,7,2,1,16,2,224,224,224,0,0.872091
1,14,1,4,4,14,16,224,224,224,0,0.871979
1,2,56,1,2,8,28,224,224,224,0,0.487488
2,8,49,1,1,4,32,224,224,224,0,0.839248
1,14,4,14,1,2,32,224,224,224,0,0.853301
1,1,49,2,16,1,32,224,224,224,0,0.871835
2,56,1,14,4,2,8,224,224,224,0,0.871807
1,392,1,1,1,16,8,224,224,224,0,0.871233
2,112,1,2,1,4,56,224,224,224,0,0.851731
1,8,1,98,2,1,32,224,224,224,0,0.879736
1,28,1,7,8,8,4,224,224,224,0,0.871138
1,1,16,14,224,1,1,224,224,224,0,0.871554
2,112,1,7,1,1,64,224,224,224,0,0.87212
3,2,1,49,8,8,8,224,224,224,0,0.487448
1,49,1,8,8,1,16,224,224,224,0,0.871023
2,1,112,2,4,1,56,224,224,224,0,0.871813
1,1568,1,1,8,4,1,224,224,224,0,0.485293
1,1,28,4,7,16,4,224,224,224,0,0.87095
1,16,1,7,14,16,2,224,224,224,0,0.849789
2,1,7,8,128,1,7,224,224,224,0,0.87091
0,4,2,7,1,224,4,224,224,224,0,0.870914
1,8,98,1,1,32,2,224,224,224,0,0.871354
2,7,14,2,64,1,4,224,224,224,0,0.870776
1,8,7,7,4,8,4,224,224,224,0,0.769049
2,7,7,4,1,32,8,224,224,224,0,0.762539
0,2,7,56,2,2,16,224,224,224,0,0.870151
2,784,2,1,8,2,2,224,224,224,0,0.871697
1,2,4,7,7,16,8,224,224,224,0,0.872056
2,8,98,2,1,32,1,224,224,224,0,0.85245
1,7,2,16,4,4,14,224,224,224,0,0.87137
1,196,2,1,2,4,16,224,224,224,0,0.852099
1,112,1,7,4,1,16,224,224,224,0,0.482305
2,16,1,7,224,2,1,224,224,224,0,0.87147
1,7,56,4,1,16,2,224,224,224,0,0.871128
2,8,2,14,2,16,7,224,224,224,0,0.489337
1,1,98,1,128,2,2,224,224,224,0,0.853278
2,4,7,2,14,64,1,224,224,224,0,0.853075
1,14,16,1,8,1,28,224,224,224,0,0.839551
0,7,7,8,16,4,2,224,224,224,0,0.871646
1,14,14,1,4,64,1,224,224,224,0,0.853534
2,4,7,4,28,8,2,224,224,224,0,0.857351
1,32,1,49,8,1,4,224,224,224,0,0.871367
2,4,14,14,2,1,32,224,224,224,0,0.871313
1,2,14,8,4,8,7,224,224,224,0,0.870881
1,2,1,196,2,8,8,224,224,224,0,0.871351
2,1,2,112,28,8,1,224,224,224,0,0.871667
1,1,4,56,4,2,28,224,224,224,0,0.470267
1,2,1,56,16,14,2,224,224,224,0,0.871513
1,196,1,2,64,1,2,224,224,224,0,0.872201
2,14,14,4,1,16,4,224,224,224,0,0.834835
1,2,7,14,4,1,64,224,224,224,0,0.871808
1,2,28,1,448,1,2,224,224,224,0,0.870921
3,8,2,7,2,28,8,224,224,224,0,0.87187
2,49,2,1,128,2,2,224,224,224,0,0.38554
